AnimalID,Name,DateOfBirth,Gender,HabitatID,SpeciesID,DietPlanID
10224,Animal_10224,2016-01-11,Female,259,47,189
10225,Animal_10225,2018-08-04,Male,148,336,263
10226,Animal_10226,2010-06-10,Female,468,154,38
10227,Animal_10227,2019-02-01,Female,76,260,476
10228,Animal_10228,2021-04-28,Female,499,21,64
10229,Animal_10229,2019-05-04,Male,424,408,25
10230,Animal_10230,2013-09-21,Female,171,210,151
10231,Animal_10231,2018-01-13,Female,314,17,222
10232,Animal_10232,2019-12-16,Female,457,339,30
10233,Animal_10233,2013-02-09,Male,285,289,17
10234,Animal_10234,2023-04-17,Male,110,247,401
10235,Animal_10235,2020-06-04,Female,156,52,87
10236,Animal_10236,2011-06-08,Female,115,323,441
10237,Animal_10237,2023-08-20,Male,349,85,292
10238,Animal_10238,2022-03-24,Female,33,33,359
10239,Animal_10239,2014-05-30,Female,454,123,494
10240,Animal_10240,2015-10-18,Male,244,123,189
10241,Animal_10241,2024-05-22,Male,103,160,350
10242,Animal_10242,2021-05-02,Female,248,425,221
10243,Animal_10243,2022-05-12,Female,357,318,190
10244,Animal_10244,2015-11-28,Male,444,164,57
10245,Animal_10245,2020-05-29,Male,422,347,412
10246,Animal_10246,2021-11-05,Female,99,223,253
10247,Animal_10247,2013-01-27,Female,84,144,274
10248,Animal_10248,2023-05-04,Male,315,269,7
10249,Animal_10249,2021-10-10,Female,498,372,480
10250,Animal_10250,2020-03-19,Female,373,218,15
10251,Animal_10251,2014-02-26,Female,206,242,317
10252,Animal_10252,2012-10-12,Female,244,16,191
10253,Animal_10253,2019-01-15,Male,386,485,280
10254,Animal_10254,2011-02-14,Male,339,247,202
10255,Animal_10255,2022-06-18,Female,213,400,177
10256,Animal_10256,2024-07-17,Male,49,23,211
10257,Animal_10257,2015-09-28,Male,111,373,108
10258,Animal_10258,2013-07-27,Female,371,152,285
10259,Animal_10259,2011-07-06,Male,214,287,298
10260,Animal_10260,2010-12-08,Female,325,307,282
10261,Animal_10261,2024-02-01,Male,301,128,20
10262,Animal_10262,2010-03-30,Male,484,275,164
10263,Animal_10263,2016-03-23,Female,455,77,373
10264,Animal_10264,2018-01-02,Male,373,175,87
10265,Animal_10265,2016-10-28,Female,267,428,347
10266,Animal_10266,2010-05-28,Female,50,242,274
10267,Animal_10267,2016-05-11,Male,112,5,44
10268,Animal_10268,2014-03-12,Female,472,368,475
10269,Animal_10269,2022-01-28,Female,55,128,116
10270,Animal_10270,2018-12-02,Male,232,44,363
10271,Animal_10271,2020-09-14,Male,9,408,102
10272,Animal_10272,2022-04-12,Female,219,50,303
10273,Animal_10273,2023-05-20,Male,9,175,41
10274,Animal_10274,2023-12-15,Female,311,246,340
10275,Animal_10275,2015-01-28,Female,430,456,5
10276,Animal_10276,2016-08-19,Female,183,132,168
10277,Animal_10277,2011-07-03,Male,404,394,301
10278,Animal_10278,2015-07-07,Female,143,426,360
10279,Animal_10279,2022-06-07,Male,35,355,151
10280,Animal_10280,2011-03-20,Male,97,498,73
10281,Animal_10281,2016-01-17,Male,303,171,444
10282,Animal_10282,2013-11-15,Female,147,368,6
10283,Animal_10283,2016-05-24,Male,99,309,58
10284,Animal_10284,2015-03-23,Male,297,54,376
10285,Animal_10285,2017-06-25,Female,251,368,185
10286,Animal_10286,2022-12-04,Male,132,281,16
10287,Animal_10287,2010-08-10,Male,245,370,60
10288,Animal_10288,2013-06-15,Female,224,3,272
10289,Animal_10289,2010-05-13,Male,30,374,393
10290,Animal_10290,2024-05-09,Female,77,420,130
10291,Animal_10291,2019-06-16,Female,480,474,246
10292,Animal_10292,2024-09-02,Male,477,139,386
10293,Animal_10293,2012-04-07,Male,266,500,368
10294,Animal_10294,2012-05-11,Female,73,42,53
10295,Animal_10295,2016-08-14,Male,280,403,230
10296,Animal_10296,2018-10-15,Female,421,270,413
10297,Animal_10297,2010-07-07,Female,396,273,356
10298,Animal_10298,2010-12-23,Female,96,497,444
10299,Animal_10299,2019-04-21,Female,233,419,463
10300,Animal_10300,2012-12-17,Male,440,371,262
10301,Animal_10301,2017-11-14,Male,340,47,482
10302,Animal_10302,2015-07-21,Female,107,112,143
10303,Animal_10303,2019-04-08,Female,405,185,268
10304,Animal_10304,2020-01-14,Female,467,228,467
10305,Animal_10305,2019-02-15,Male,172,495,409
10306,Animal_10306,2015-10-26,Female,324,142,233
10307,Animal_10307,2014-01-10,Female,398,122,463
10308,Animal_10308,2023-11-20,Female,205,454,217
10309,Animal_10309,2017-03-08,Female,6,402,36
10310,Animal_10310,2020-11-14,Male,429,292,413
10311,Animal_10311,2024-01-26,Female,131,359,441
10312,Animal_10312,2014-09-02,Male,247,428,476
10313,Animal_10313,2017-03-30,Male,449,484,237
10314,Animal_10314,2013-04-26,Male,179,292,134
10315,Animal_10315,2023-08-30,Female,74,143,217
10316,Animal_10316,2017-02-12,Female,193,110,358
10317,Animal_10317,2022-10-10,Male,429,444,381
10318,Animal_10318,2024-05-10,Female,223,85,383
10319,Animal_10319,2022-03-16,Male,465,255,261
10320,Animal_10320,2015-02-24,Female,406,147,68
10321,Animal_10321,2020-08-12,Female,323,309,341
10322,Animal_10322,2019-02-26,Male,155,341,465
10323,Animal_10323,2011-02-26,Male,142,395,58
10324,Animal_10324,2011-03-08,Female,479,288,275
10325,Animal_10325,2015-09-23,Female,184,63,118
10326,Animal_10326,2024-09-23,Male,194,71,58
10327,Animal_10327,2021-12-28,Female,368,439,19
10328,Animal_10328,2013-04-08,Female,61,285,96
10329,Animal_10329,2018-08-25,Female,5,275,149
10330,Animal_10330,2023-04-08,Female,73,220,334
10331,Animal_10331,2017-10-19,Female,284,370,168
10332,Animal_10332,2024-12-24,Male,181,66,274
10333,Animal_10333,2022-05-13,Male,302,490,461
10334,Animal_10334,2022-07-04,Male,391,119,173
10335,Animal_10335,2013-02-14,Male,474,183,56
10336,Animal_10336,2024-09-22,Male,136,496,379
10337,Animal_10337,2023-08-31,Female,308,56,200
10338,Animal_10338,2016-07-03,Male,236,316,204
10339,Animal_10339,2021-08-14,Female,314,76,477
10340,Animal_10340,2022-03-20,Male,256,451,444
10341,Animal_10341,2017-03-18,Male,341,447,331
10342,Animal_10342,2019-09-09,Male,438,49,290
10343,Animal_10343,2014-04-19,Male,106,472,351
10344,Animal_10344,2010-05-25,Female,339,170,9
10345,Animal_10345,2011-06-06,Female,216,319,372
10346,Animal_10346,2017-06-02,Female,464,177,439
10347,Animal_10347,2015-05-24,Male,443,182,132
10348,Animal_10348,2018-12-25,Male,244,426,351
10349,Animal_10349,2015-03-27,Male,335,199,56
10350,Animal_10350,2012-04-07,Male,168,365,36
10351,Animal_10351,2013-04-18,Female,53,292,159
10352,Animal_10352,2010-12-01,Female,98,361,456
10353,Animal_10353,2014-12-25,Male,86,334,458
10354,Animal_10354,2018-11-02,Female,251,84,193
10355,Animal_10355,2016-12-02,Female,401,49,299
10356,Animal_10356,2016-11-28,Female,33,215,63
10357,Animal_10357,2022-11-08,Male,300,466,6
10358,Animal_10358,2012-04-07,Male,89,377,476
10359,Animal_10359,2010-12-20,Female,366,467,440
10360,Animal_10360,2019-02-17,Female,70,278,400
10361,Animal_10361,2012-11-21,Female,77,419,496
10362,Animal_10362,2013-01-08,Male,315,359,329
10363,Animal_10363,2019-06-11,Male,253,76,426
10364,Animal_10364,2013-08-24,Female,114,30,152
10365,Animal_10365,2019-03-02,Male,480,137,39
10366,Animal_10366,2018-02-25,Male,211,205,95
10367,Animal_10367,2017-10-19,Male,217,266,448
10368,Animal_10368,2016-07-22,Female,275,104,351
10369,Animal_10369,2014-12-02,Female,481,319,184
10370,Animal_10370,2018-03-10,Male,213,268,316
10371,Animal_10371,2015-02-23,Male,167,272,198
10372,Animal_10372,2015-06-04,Female,426,373,368
10373,Animal_10373,2011-02-01,Female,479,497,190
10374,Animal_10374,2023-07-25,Female,90,450,481
10375,Animal_10375,2018-03-21,Female,337,496,429
10376,Animal_10376,2016-11-18,Male,69,173,295
10377,Animal_10377,2021-03-15,Female,135,412,359
10378,Animal_10378,2013-11-07,Female,44,288,145
10379,Animal_10379,2018-05-18,Female,45,225,339
10380,Animal_10380,2020-09-15,Female,175,95,110
10381,Animal_10381,2011-04-26,Female,103,256,225
10382,Animal_10382,2013-07-15,Female,275,29,120
10383,Animal_10383,2012-10-15,Male,93,50,83
10384,Animal_10384,2022-08-31,Female,82,135,409
10385,Animal_10385,2012-03-04,Female,456,288,378
10386,Animal_10386,2014-11-16,Male,378,244,157
10387,Animal_10387,2010-04-16,Male,366,10,334
10388,Animal_10388,2018-03-29,Female,80,260,219
10389,Animal_10389,2013-10-29,Male,485,370,64
10390,Animal_10390,2015-08-29,Male,158,392,80
10391,Animal_10391,2016-07-13,Female,482,384,194
10392,Animal_10392,2018-03-06,Male,442,75,149
10393,Animal_10393,2011-08-04,Male,142,248,398
10394,Animal_10394,2021-06-09,Male,474,31,192
10395,Animal_10395,2020-03-09,Male,473,484,294
10396,Animal_10396,2022-06-12,Male,173,46,175
10397,Animal_10397,2011-04-12,Male,185,452,475
10398,Animal_10398,2021-12-03,Male,86,346,200
10399,Animal_10399,2023-07-19,Female,144,34,411
10400,Animal_10400,2019-11-20,Male,130,45,222
10401,Animal_10401,2014-09-20,Female,430,464,55
10402,Animal_10402,2011-05-12,Female,180,336,432
10403,Animal_10403,2012-12-10,Male,463,256,97
10404,Animal_10404,2023-04-07,Female,398,246,267
10405,Animal_10405,2019-04-12,Female,82,364,339
10406,Animal_10406,2019-08-26,Male,302,309,409
10407,Animal_10407,2012-09-11,Male,317,426,376
10408,Animal_10408,2019-12-18,Male,242,164,429
10409,Animal_10409,2022-11-13,Male,127,461,442
10410,Animal_10410,2019-04-03,Male,154,56,395
10411,Animal_10411,2021-04-24,Female,20,218,288
10412,Animal_10412,2020-08-16,Male,270,208,51
10413,Animal_10413,2017-07-12,Male,66,47,468
10414,Animal_10414,2011-12-01,Male,140,68,397
10415,Animal_10415,2016-05-07,Male,274,222,233
10416,Animal_10416,2011-11-07,Male,197,218,62
10417,Animal_10417,2019-02-28,Male,496,188,85
10418,Animal_10418,2016-01-18,Male,150,292,239
10419,Animal_10419,2023-03-14,Female,454,360,408
10420,Animal_10420,2010-08-22,Female,421,24,205
10421,Animal_10421,2013-08-03,Male,105,343,472
10422,Animal_10422,2022-03-14,Male,352,42,191
10423,Animal_10423,2024-01-28,Female,329,479,76
10424,Animal_10424,2013-10-16,Male,42,38,154
10425,Animal_10425,2014-08-27,Female,174,442,484
10426,Animal_10426,2019-12-24,Male,193,311,365
10427,Animal_10427,2011-03-22,Female,485,152,233
10428,Animal_10428,2013-08-22,Female,90,110,73
10429,Animal_10429,2014-06-15,Male,223,401,428
10430,Animal_10430,2016-07-19,Female,282,344,71
10431,Animal_10431,2010-04-04,Female,192,56,234
10432,Animal_10432,2016-12-23,Female,404,12,242
10433,Animal_10433,2019-01-18,Female,56,154,432
10434,Animal_10434,2016-08-25,Female,151,465,162
10435,Animal_10435,2015-12-11,Male,319,386,479
10436,Animal_10436,2018-05-19,Male,282,490,499
10437,Animal_10437,2017-01-12,Male,340,83,26
10438,Animal_10438,2014-07-22,Female,170,292,365
10439,Animal_10439,2019-11-08,Female,369,55,167
10440,Animal_10440,2021-11-08,Male,476,130,311
10441,Animal_10441,2012-04-18,Male,185,40,95
10442,Animal_10442,2020-02-25,Male,456,329,47
10443,Animal_10443,2017-03-26,Female,237,180,146
10444,Animal_10444,2010-06-22,Female,168,332,339
10445,Animal_10445,2020-10-14,Female,113,62,306
10446,Animal_10446,2018-08-21,Male,368,32,203
10447,Animal_10447,2013-08-30,Male,161,257,232
10448,Animal_10448,2015-02-05,Male,449,463,185
10449,Animal_10449,2011-05-13,Female,272,15,170
10450,Animal_10450,2019-01-01,Female,57,426,161
10451,Animal_10451,2011-04-21,Female,300,362,390
10452,Animal_10452,2012-12-10,Male,412,257,269
10453,Animal_10453,2021-11-29,Male,229,74,40
10454,Animal_10454,2019-11-04,Male,371,196,463
10455,Animal_10455,2021-10-27,Female,362,339,391
10456,Animal_10456,2011-01-27,Female,217,435,329
10457,Animal_10457,2019-07-12,Male,141,419,452
10458,Animal_10458,2022-12-17,Male,320,467,252
10459,Animal_10459,2010-09-21,Female,485,178,306
10460,Animal_10460,2016-09-10,Male,210,250,202
10461,Animal_10461,2024-06-03,Female,366,123,444
10462,Animal_10462,2013-04-09,Female,425,301,137
10463,Animal_10463,2018-08-04,Female,94,170,111
10464,Animal_10464,2017-08-08,Female,402,59,326
10465,Animal_10465,2018-07-17,Female,7,179,232
10466,Animal_10466,2011-11-11,Female,66,362,379
10467,Animal_10467,2021-03-02,Female,278,435,327
10468,Animal_10468,2019-11-16,Female,335,433,419
10469,Animal_10469,2024-10-20,Male,477,247,110
10470,Animal_10470,2021-02-23,Male,302,204,478
10471,Animal_10471,2023-02-07,Male,450,75,386
10472,Animal_10472,2011-11-23,Female,326,253,8
10473,Animal_10473,2010-11-09,Female,29,371,224
10474,Animal_10474,2015-02-01,Female,477,452,311
10475,Animal_10475,2016-03-13,Female,46,220,386
10476,Animal_10476,2017-06-25,Male,24,36,415
10477,Animal_10477,2014-09-22,Female,138,48,78
10478,Animal_10478,2011-06-07,Male,215,333,372
10479,Animal_10479,2016-04-06,Female,116,100,124
10480,Animal_10480,2016-10-17,Male,466,401,492
10481,Animal_10481,2015-05-17,Male,39,406,7
10482,Animal_10482,2019-07-28,Female,192,104,41
10483,Animal_10483,2012-03-31,Male,256,479,498
10484,Animal_10484,2020-12-03,Male,401,133,495
10485,Animal_10485,2013-09-08,Male,310,484,195
10486,Animal_10486,2019-07-20,Female,45,422,13
10487,Animal_10487,2010-05-01,Male,413,292,95
10488,Animal_10488,2020-07-08,Female,211,400,270
10489,Animal_10489,2020-09-08,Female,380,327,73
10490,Animal_10490,2017-09-17,Female,451,256,168
10491,Animal_10491,2016-05-20,Male,177,348,229
10492,Animal_10492,2010-02-28,Male,95,400,363
10493,Animal_10493,2023-10-31,Female,412,147,440
10494,Animal_10494,2012-11-06,Male,204,393,406
10495,Animal_10495,2023-02-11,Female,187,363,130
10496,Animal_10496,2018-06-23,Male,26,205,264
10497,Animal_10497,2012-05-12,Female,335,277,497
10498,Animal_10498,2013-06-02,Female,154,124,225
10499,Animal_10499,2022-10-20,Male,175,246,340
10500,Animal_10500,2017-10-23,Male,431,357,494
10501,Animal_10501,2013-01-30,Female,71,147,14
10502,Animal_10502,2017-01-17,Female,283,475,262
10503,Animal_10503,2012-03-05,Male,386,426,368
10504,Animal_10504,2024-09-07,Male,164,170,412
10505,Animal_10505,2024-08-06,Female,360,205,398
10506,Animal_10506,2018-08-03,Male,120,281,1
10507,Animal_10507,2013-12-24,Male,283,328,206
10508,Animal_10508,2018-06-26,Female,485,44,281
10509,Animal_10509,2013-04-05,Female,427,199,361
10510,Animal_10510,2010-05-29,Female,274,308,226
10511,Animal_10511,2022-01-18,Male,298,331,286
10512,Animal_10512,2024-03-29,Female,366,205,86
10513,Animal_10513,2011-02-10,Female,313,418,135
10514,Animal_10514,2020-09-19,Male,283,292,466
10515,Animal_10515,2014-09-02,Female,73,481,290
10516,Animal_10516,2012-04-01,Female,225,408,189
10517,Animal_10517,2015-10-25,Female,460,42,442
10518,Animal_10518,2017-08-16,Male,31,82,13
10519,Animal_10519,2017-07-12,Male,292,269,71
10520,Animal_10520,2017-03-23,Female,288,451,369
10521,Animal_10521,2021-11-16,Male,281,98,112
10522,Animal_10522,2024-02-24,Male,80,389,6
10523,Animal_10523,2021-07-01,Male,305,233,185
10524,Animal_10524,2015-02-12,Male,237,51,395
10525,Animal_10525,2018-03-28,Male,97,369,439
10526,Animal_10526,2020-06-01,Female,323,448,96
10527,Animal_10527,2010-05-26,Female,261,32,38
10528,Animal_10528,2015-09-13,Female,247,72,218
10529,Animal_10529,2013-08-22,Female,345,74,407
10530,Animal_10530,2021-07-21,Female,417,128,142
10531,Animal_10531,2018-01-27,Male,49,494,309
10532,Animal_10532,2023-07-07,Male,224,235,76
10533,Animal_10533,2023-08-23,Female,278,330,475
10534,Animal_10534,2024-06-17,Male,282,172,331
10535,Animal_10535,2015-08-24,Male,496,230,424
10536,Animal_10536,2023-09-12,Female,490,282,248
10537,Animal_10537,2014-01-08,Female,251,323,95
10538,Animal_10538,2024-02-19,Male,18,187,236
10539,Animal_10539,2018-05-14,Male,243,402,101
10540,Animal_10540,2012-02-24,Male,403,317,253
10541,Animal_10541,2018-05-02,Female,67,211,22
10542,Animal_10542,2010-03-21,Female,453,381,174
10543,Animal_10543,2016-02-29,Female,324,496,42
10544,Animal_10544,2013-04-06,Female,113,136,230
10545,Animal_10545,2016-02-08,Female,151,194,229
10546,Animal_10546,2020-07-07,Male,353,316,232
10547,Animal_10547,2011-04-15,Female,1,387,219
10548,Animal_10548,2016-09-08,Female,22,76,132
10549,Animal_10549,2013-12-16,Female,428,422,382
10550,Animal_10550,2011-08-22,Male,486,286,397
10551,Animal_10551,2021-05-10,Male,27,78,405
10552,Animal_10552,2022-05-24,Male,403,90,193
10553,Animal_10553,2011-04-05,Male,218,425,361
10554,Animal_10554,2010-09-29,Female,334,435,2
10555,Animal_10555,2016-07-09,Female,263,178,56
10556,Animal_10556,2011-04-03,Female,100,297,331
10557,Animal_10557,2011-06-03,Male,114,9,29
10558,Animal_10558,2016-01-01,Female,297,44,480
10559,Animal_10559,2012-04-04,Male,124,208,289
10560,Animal_10560,2021-09-14,Male,484,368,21
10561,Animal_10561,2013-12-01,Male,213,445,392
10562,Animal_10562,2011-02-17,Female,300,100,167
10563,Animal_10563,2018-02-26,Female,155,96,47
10564,Animal_10564,2021-03-14,Female,97,209,477
10565,Animal_10565,2010-09-10,Female,495,326,219
10566,Animal_10566,2018-09-08,Female,3,348,443
10567,Animal_10567,2023-02-23,Female,97,320,123
10568,Animal_10568,2024-03-12,Female,498,452,22
10569,Animal_10569,2010-10-11,Male,37,363,140
10570,Animal_10570,2015-09-20,Female,336,87,100
10571,Animal_10571,2016-07-09,Female,438,56,214
10572,Animal_10572,2016-02-03,Male,168,341,270
10573,Animal_10573,2013-01-10,Female,113,306,420
10574,Animal_10574,2021-03-29,Male,81,332,38
10575,Animal_10575,2023-12-11,Female,497,258,462
10576,Animal_10576,2017-07-25,Male,236,420,107
10577,Animal_10577,2016-01-14,Male,161,24,313
10578,Animal_10578,2015-08-09,Male,136,449,68
10579,Animal_10579,2016-02-29,Female,87,345,299
10580,Animal_10580,2010-04-17,Female,67,348,371
10581,Animal_10581,2014-09-21,Male,256,325,52
10582,Animal_10582,2014-10-14,Male,295,185,53
10583,Animal_10583,2022-10-31,Female,235,363,200
10584,Animal_10584,2010-01-15,Male,20,238,494
10585,Animal_10585,2010-03-19,Male,196,257,318
10586,Animal_10586,2015-08-09,Female,70,102,437
10587,Animal_10587,2014-02-18,Male,91,411,210
10588,Animal_10588,2022-03-01,Female,90,346,458
10589,Animal_10589,2024-09-21,Female,295,357,248
10590,Animal_10590,2013-08-11,Female,353,67,177
10591,Animal_10591,2015-02-04,Female,310,410,120
10592,Animal_10592,2023-10-10,Male,462,188,163
10593,Animal_10593,2010-04-27,Male,247,287,168
10594,Animal_10594,2020-09-10,Female,497,65,415
10595,Animal_10595,2011-08-19,Female,497,280,176
10596,Animal_10596,2016-08-30,Male,405,50,301
10597,Animal_10597,2019-11-18,Female,414,492,43
10598,Animal_10598,2014-06-29,Female,196,219,250
10599,Animal_10599,2023-06-26,Male,129,63,356
10600,Animal_10600,2020-01-16,Female,216,126,103
10601,Animal_10601,2024-05-10,Female,464,54,427
10602,Animal_10602,2023-10-21,Male,484,45,284
10603,Animal_10603,2010-04-24,Male,224,328,131
10604,Animal_10604,2013-12-21,Male,453,193,422
10605,Animal_10605,2012-07-14,Male,492,134,408
10606,Animal_10606,2010-02-27,Female,477,198,197
10607,Animal_10607,2021-10-29,Male,147,470,493
10608,Animal_10608,2018-12-04,Male,390,32,464
10609,Animal_10609,2021-09-22,Male,104,335,128
10610,Animal_10610,2013-06-04,Female,257,78,427
10611,Animal_10611,2011-05-08,Female,152,71,205
10612,Animal_10612,2020-11-30,Female,183,347,306
10613,Animal_10613,2015-03-01,Male,293,306,337
10614,Animal_10614,2021-11-03,Male,243,331,418
10615,Animal_10615,2012-07-11,Male,113,310,207
10616,Animal_10616,2019-10-30,Female,353,299,218
10617,Animal_10617,2018-11-28,Female,216,6,458
10618,Animal_10618,2020-03-09,Male,115,137,55
10619,Animal_10619,2021-05-19,Female,425,103,83
10620,Animal_10620,2011-01-23,Male,444,382,443
10621,Animal_10621,2020-12-06,Female,122,17,153
10622,Animal_10622,2011-04-03,Female,316,474,145
10623,Animal_10623,2013-08-08,Female,469,197,435
10624,Animal_10624,2022-02-25,Male,335,206,377
10625,Animal_10625,2018-10-14,Female,184,322,471
10626,Animal_10626,2013-04-07,Male,23,458,192
10627,Animal_10627,2014-06-15,Female,165,257,422
10628,Animal_10628,2015-12-10,Female,333,305,152
10629,Animal_10629,2019-04-06,Male,350,459,192
10630,Animal_10630,2024-05-20,Female,137,494,487
10631,Animal_10631,2024-10-12,Male,174,432,301
10632,Animal_10632,2021-01-31,Male,35,456,123
10633,Animal_10633,2012-12-18,Female,233,462,28
10634,Animal_10634,2014-06-21,Female,354,417,331
10635,Animal_10635,2020-04-22,Male,428,397,261
10636,Animal_10636,2019-02-26,Male,483,80,403
10637,Animal_10637,2020-10-13,Male,84,137,453
10638,Animal_10638,2020-01-18,Female,110,50,266
10639,Animal_10639,2020-08-11,Female,145,316,260
10640,Animal_10640,2019-08-15,Male,157,468,316
10641,Animal_10641,2015-01-13,Female,270,49,44
10642,Animal_10642,2022-10-14,Female,119,282,283
10643,Animal_10643,2013-11-30,Female,316,56,164
10644,Animal_10644,2013-06-17,Female,267,278,243
10645,Animal_10645,2022-06-28,Male,234,456,12
10646,Animal_10646,2020-10-23,Female,352,210,1
10647,Animal_10647,2012-05-14,Female,209,306,115
10648,Animal_10648,2023-01-24,Female,173,254,163
10649,Animal_10649,2021-10-02,Male,321,177,64
10650,Animal_10650,2022-02-06,Female,175,20,496
10651,Animal_10651,2016-06-11,Female,62,92,399
10652,Animal_10652,2016-11-30,Female,468,386,282
10653,Animal_10653,2010-12-12,Female,191,17,343
10654,Animal_10654,2021-11-20,Male,114,402,322
10655,Animal_10655,2024-04-07,Male,214,116,403
10656,Animal_10656,2015-01-13,Female,420,51,117
10657,Animal_10657,2012-04-22,Female,109,37,291
10658,Animal_10658,2018-04-16,Male,464,439,284
10659,Animal_10659,2012-10-13,Female,485,38,55
10660,Animal_10660,2016-03-31,Male,161,476,134
10661,Animal_10661,2010-10-05,Female,273,229,493
10662,Animal_10662,2018-09-28,Female,64,492,180
10663,Animal_10663,2021-12-05,Female,418,411,309
10664,Animal_10664,2022-01-28,Female,10,381,112
10665,Animal_10665,2021-12-30,Female,233,239,169
10666,Animal_10666,2020-05-14,Female,226,258,53
10667,Animal_10667,2024-07-16,Female,299,439,500
10668,Animal_10668,2014-11-30,Female,324,278,286
10669,Animal_10669,2022-05-11,Male,369,369,479
10670,Animal_10670,2018-04-19,Male,128,186,186
10671,Animal_10671,2016-08-12,Female,232,406,445
10672,Animal_10672,2019-02-06,Female,296,46,161
10673,Animal_10673,2016-06-29,Female,420,437,184
10674,Animal_10674,2017-07-22,Male,40,162,414
10675,Animal_10675,2017-12-28,Female,267,142,57
10676,Animal_10676,2011-09-21,Female,289,158,167
10677,Animal_10677,2023-06-01,Female,95,404,391
10678,Animal_10678,2018-08-09,Male,321,395,222
10679,Animal_10679,2014-07-09,Female,66,438,349
10680,Animal_10680,2015-02-16,Male,236,104,420
10681,Animal_10681,2023-09-10,Female,42,469,206
10682,Animal_10682,2015-06-09,Female,193,429,124
10683,Animal_10683,2011-05-12,Female,368,139,316
10684,Animal_10684,2013-01-18,Female,18,141,493
10685,Animal_10685,2010-05-31,Male,81,338,292
10686,Animal_10686,2024-05-06,Female,274,463,371
10687,Animal_10687,2022-04-18,Male,232,280,248
10688,Animal_10688,2023-10-04,Female,321,324,38
10689,Animal_10689,2013-01-19,Female,15,357,259
10690,Animal_10690,2018-04-26,Female,64,40,158
10691,Animal_10691,2018-03-14,Male,352,217,267
10692,Animal_10692,2012-11-04,Male,123,336,20
10693,Animal_10693,2011-07-03,Female,435,86,199
10694,Animal_10694,2013-07-27,Male,57,295,228
10695,Animal_10695,2018-03-08,Male,160,165,113
10696,Animal_10696,2015-09-30,Female,5,286,332
10697,Animal_10697,2024-04-20,Male,128,207,453
10698,Animal_10698,2016-08-16,Female,134,187,305
10699,Animal_10699,2022-02-02,Male,17,473,269
10700,Animal_10700,2019-07-27,Male,246,301,372
10701,Animal_10701,2014-03-24,Female,62,387,195
10702,Animal_10702,2022-03-11,Female,413,238,344
10703,Animal_10703,2019-07-23,Female,117,474,233
10704,Animal_10704,2024-09-24,Male,123,169,455
10705,Animal_10705,2012-02-15,Female,194,99,263
10706,Animal_10706,2017-01-13,Female,307,424,347
10707,Animal_10707,2023-11-25,Female,339,486,72
10708,Animal_10708,2020-03-17,Female,42,283,318
10709,Animal_10709,2017-03-30,Male,423,484,245
10710,Animal_10710,2015-12-10,Female,213,41,463
10711,Animal_10711,2015-11-19,Female,166,141,117
10712,Animal_10712,2024-07-30,Male,260,144,440
10713,Animal_10713,2018-07-10,Female,116,158,59
10714,Animal_10714,2021-12-12,Female,257,274,380
10715,Animal_10715,2014-09-13,Female,302,143,485
10716,Animal_10716,2021-03-21,Female,242,335,62
10717,Animal_10717,2021-08-26,Male,67,208,301
10718,Animal_10718,2022-10-12,Female,321,248,230
10719,Animal_10719,2012-05-09,Female,388,233,240
10720,Animal_10720,2023-03-21,Male,170,468,381
10721,Animal_10721,2024-10-01,Male,247,76,278
10722,Animal_10722,2018-12-12,Male,241,448,231
10723,Animal_10723,2024-01-21,Male,109,242,376
10724,Animal_10724,2021-05-21,Female,451,210,16
10725,Animal_10725,2019-03-29,Female,20,287,355
10726,Animal_10726,2020-05-26,Female,13,190,150
10727,Animal_10727,2022-03-04,Female,124,68,393
10728,Animal_10728,2013-06-23,Male,471,461,376
10729,Animal_10729,2014-07-17,Female,203,162,46
10730,Animal_10730,2024-03-23,Male,484,424,178
10731,Animal_10731,2021-12-22,Male,1,105,500
10732,Animal_10732,2010-07-18,Male,337,181,81
10733,Animal_10733,2016-11-14,Male,353,129,106
10734,Animal_10734,2024-02-10,Male,481,281,102
10735,Animal_10735,2019-09-20,Male,252,52,305
10736,Animal_10736,2020-10-22,Female,286,19,68
10737,Animal_10737,2024-11-05,Male,292,339,29
10738,Animal_10738,2016-06-03,Male,122,90,373
10739,Animal_10739,2022-11-17,Male,147,339,451
10740,Animal_10740,2015-05-04,Female,19,22,286
10741,Animal_10741,2014-01-28,Male,482,288,298
10742,Animal_10742,2013-09-09,Male,273,362,404
10743,Animal_10743,2017-10-19,Male,335,3,37
10744,Animal_10744,2020-08-13,Female,305,484,112
10745,Animal_10745,2020-10-30,Female,14,111,300
10746,Animal_10746,2015-12-26,Female,234,399,68
10747,Animal_10747,2011-01-08,Female,439,183,445
10748,Animal_10748,2010-09-16,Female,463,208,429
10749,Animal_10749,2020-06-10,Female,30,78,399
10750,Animal_10750,2013-08-16,Male,453,353,122
10751,Animal_10751,2024-12-27,Male,86,350,107
10752,Animal_10752,2022-10-20,Female,153,237,199
10753,Animal_10753,2018-03-23,Female,458,312,467
10754,Animal_10754,2016-09-29,Female,456,111,3
10755,Animal_10755,2024-09-04,Female,411,357,199
10756,Animal_10756,2012-05-05,Female,231,300,440
10757,Animal_10757,2013-06-17,Female,360,184,335
10758,Animal_10758,2017-02-28,Male,81,260,246
10759,Animal_10759,2020-04-03,Male,179,198,198
